TAXON,Rank,Taxon_Group,NonTarget,FFG,FFG_Source,Habit,Habit_Source,Life_Cycle,Life_Cycle_Source,TolVal,Thermal_indicator,Kingdom,Phylum,SubPhylum,Class,SubClass,Order,SubOrder,SuperFamily,Family,SubFamily,Tribe,GenusGroup,Genus Slash,Genus,SubGenus,SpeciesGroup,SpeciesSubGroup,SpeciesComplex,Species Slash,Species
DASYHELEA,Genus,DIPTERA,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CERATOPOGONIDAE,DASYHELEINAE,,,,DASYHELEA,,,,,,
DIPTERA,Order,DIPTERA,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,,,,,,,,,,,,,,
DIXA,Genus,DIPTERA,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,DIXIDAE,,,,,DIXA,,,,,,
DIXELLA,Genus,DIPTERA,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,DIXIDAE,,,,,DIXELLA,,,,,,
DIXIDAE,Family,DIPTERA,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,DIXIDAE,,,,,,,,,,,
DOLICHOPEZA,Genus,DIPTERA,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,TIPULIDAE,DOLICHOPEZINAE,,,,DOLICHOPEZA,,,,,,
DOLICHOPODIDAE,Family,DIPTERA,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,BRACHYCERA,,DOLICHOPODIDAE,,,,,,,,,,,
EMPIDIDAE,Family,DIPTERA,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,BRACHYCERA,,EMPIDIDAE,,,,,,,,,,,
EPHYDRA,Genus,DIPTERA,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,BRACHYCERA,,EPHYDRIDAE,,,,,EPHYDRA,,,,,,
EPHYDRIDAE,Family,DIPTERA,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,BRACHYCERA,,EPHYDRIDAE,,,,,,,,,,,
EUCORETHRA UNDERWOODI,Species,DIPTERA,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHAOBORIDAE,EUCORETHRINAE,,,,EUCORETHRA,,,,,,EUCORETHRA UNDERWOODI
EUPARYPHUS,Genus,DIPTERA,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,BRACHYCERA,,STRATIOMYIDAE,STRATIOMYINAE,OXYCERINI,,,EUPARYPHUS,,,,,,
FORCIPOMYIA,Genus,DIPTERA,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CERATOPOGONIDAE,FORCIPOMYIINAE,,,,FORCIPOMYIA,,,,,,
FORCIPOMYIINAE,Subfamily,DIPTERA,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CERATOPOGONIDAE,FORCIPOMYIINAE,,,,,,,,,,
GLUTOPS,Genus,DIPTERA,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,BRACHYCERA,,PELECORHYNCHIDAE,,,,,GLUTOPS,,,,,,
GRENIERA,Genus,DIPTERA,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,SIMULIIDAE,SIMULIINAE,SIMULIINI,,,GRENIERA,,,,,,
HELODON,Genus,DIPTERA,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,SIMULIIDAE,SIMULIINAE,PROSIMULIINI,,,HELODON,,,,,,
HEMERODROMIA,Genus,DIPTERA,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,BRACHYCERA,,EMPIDIDAE,HEMERODROMIINAE,HEMERODROMIINI,,,HEMERODROMIA,,,,,,
HOLORUSIA HESPERA,Species,DIPTERA,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,TIPULIDAE,TIPULINAE,,,,HOLORUSIA,,,,,,HOLORUSIA HESPERA
HYBOMITRA,Genus,DIPTERA,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,BRACHYCERA,,TABANIDAE,TABANINAE,TABANINI,,,HYBOMITRA,,,,,,
HYBOMITRA CINCTA,Species,DIPTERA,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,BRACHYCERA,,TABANIDAE,TABANINAE,TABANINI,,,HYBOMITRA,,,,,,HYBOMITRA CINCTA
HYBOMITRA EPISTATES,Species,DIPTERA,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,BRACHYCERA,,TABANIDAE,TABANINAE,TABANINI,,,HYBOMITRA,,,,,,HYBOMITRA EPISTATES
HYBOMITRA FRONTALIS,Species,DIPTERA,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,BRACHYCERA,,TABANIDAE,TABANINAE,TABANINI,,,HYBOMITRA,,,,,,HYBOMITRA FRONTALIS
HYBOMITRA LURIDA,Species,DIPTERA,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,BRACHYCERA,,TABANIDAE,TABANINAE,TABANINI,,,HYBOMITRA,,,,,,HYBOMITRA LURIDA
HYBOMITRA MINUSCULA,Species,DIPTERA,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,BRACHYCERA,,TABANIDAE,TABANINAE,TABANINI,,,HYBOMITRA,,,,,,HYBOMITRA MINUSCULA
HYBOMITRA PECHUMANI,Species,DIPTERA,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,BRACHYCERA,,TABANIDAE,TABANINAE,TABANINI,,,HYBOMITRA,,,,,,HYBOMITRA PECHUMANI
LEJOPS BILINEARIS,Species,DIPTERA,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,BRACHYCERA,,SYRPHIDAE,,,,,LEJOPS,,,,,,LEJOPS BILINEARIS
LEJOPS CHRYSOSTOMUS,Species,DIPTERA,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,BRACHYCERA,,SYRPHIDAE,,,,,LEJOPS,,,,,,LEJOPS CHRYSOSTOMUS
LEJOPS DISTINCTUS,Species,DIPTERA,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,BRACHYCERA,,SYRPHIDAE,,,,,LEJOPS,,,,,,LEJOPS DISTINCTUS
LEJOPS LINEATUS,Species,DIPTERA,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,BRACHYCERA,,SYRPHIDAE,,,,,LEJOPS,,,,,,LEJOPS LINEATUS
LEJOPS LUNULATUS,Species,DIPTERA,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,BRACHYCERA,,SYRPHIDAE,,,,,LEJOPS,,,,,,LEJOPS LUNULATUS
LEPTOCONOPS,Genus,DIPTERA,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CERATOPOGONIDAE,LEPTOCONOPINAE,,,,LEPTOCONOPS,,,,,,
LEPTOTARSUS,Genus,DIPTERA,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,TIPULIDAE,TIPULINAE,,,,LEPTOTARSUS,,,,,,
LIPINELLA,Genus,DIPTERA,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,,,LIPINELLA,,,,,,
LIPUROMETRIOCNEMUS,Species,DIPTERA,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,ORTHOCLADIINAE,,,,LIPUROMETRIOCNEMUS,,,,,,LIPUROMETRIOCNEMUS
MARUINA,Genus,DIPTERA,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,PSYCHODIDAE,PSYCHODINAE,,,,MARUINA,,,,,,
MERYCOMYIA,Genus,DIPTERA,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,BRACHYCERA,,TABANIDAE,,,,,MERYCOMYIA,,,,,,
MOCHLONYX,Genus,DIPTERA,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHAOBORIDAE,CHAOBORINAE,,,,MOCHLONYX,,,,,,
MOCHLONYX CINCTIPES,Species,DIPTERA,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHAOBORIDAE,CHAOBORINAE,,,,MOCHLONYX,,,,,,MOCHLONYX CINCTIPES
MOCHLONYX VELUTINUS,Species,DIPTERA,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHAOBORIDAE,CHAOBORINAE,,,,MOCHLONYX,,,,,,MOCHLONYX VELUTINUS
MUSCIDAE,Family,DIPTERA,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,BRACHYCERA,,MUSCIDAE,,,,,,,,,,,
MYXOSARGUS,Genus,DIPTERA,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,BRACHYCERA,,STRATIOMYIDAE,STRATIOMYINAE,PROSOPOCHRYSINI,,,MYXOSARGUS,,,,,,
NEMATOCERA,SubOrder,DIPTERA,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,,,,,,,,,,,,
NEMOTELUS,Genus,DIPTERA,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,BRACHYCERA,,STRATIOMYIDAE,NEMOTELINAE,,,,NEMOTELUS,,,,,,
NEOPLASTA,Genus,DIPTERA,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,BRACHYCERA,,EMPIDIDAE,HEMERODROMIINAE,HEMERODROMIINI,,,NEOPLASTA,,,,,,
NYMPHOMYIA,Genus,DIPTERA,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,NYMPHOMYIIDAE,,,,,NYMPHOMYIA,,,,,,
NYMPHOMYIIDAE,Family,DIPTERA,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,NYMPHOMYIIDAE,,,,,,,,,,,
OCHLEROTATUS,Genus,DIPTERA,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CULICIDAE,CULICINAE,CULICINI,,,OCHLEROTATUS,,,,,,
ODONTOMYIA/HEDRIODISCUS,Genus slash,DIPTERA,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,BRACHYCERA,,STRATIOMYIDAE,STRATIOMYINAE,STRATIOMYINI,,ODONTOMYIA/HEDRIODISCUS,,,,,,,
OREOGETON,Genus,DIPTERA,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,BRACHYCERA,,EMPIDIDAE,OREOGETONINAE,,,,OREOGETON,,,,,,
OXYCERA,Genus,DIPTERA,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,BRACHYCERA,,STRATIOMYIDAE,STRATIOMYINAE,OXYCERINI,,,OXYCERA,,,,,,
PARASIMULIUM,Genus,DIPTERA,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,SIMULIIDAE,,,,,PARASIMULIUM,,,,,,
PERICOMAINI,Tribe,DIPTERA,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,PSYCHODIDAE,PSYCHODINAE,PERICOMAINI,,,,,,,,,
PRIONOCERA,Genus,DIPTERA,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,TIPULIDAE,TIPULINAE,,,,PRIONOCERA,,,,,,
PROCLINOPYGA,Genus,DIPTERA,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,BRACHYCERA,,EMPIDIDAE,CLINOCERINAE,,,,PROCLINOPYGA,,,,,,
PROSIMULIINI,Tribe,DIPTERA,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,SIMULIIDAE,SIMULIINAE,PROSIMULIINI,,,,,,,,,
PROSIMULIUM,Genus,DIPTERA,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,SIMULIIDAE,SIMULIINAE,PROSIMULIINI,,,PROSIMULIUM,,,,,,
PSOROPHORA,Genus,DIPTERA,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CULICIDAE,CULICINAE,,,,PSOROPHORA,,,,,,
PSYCHODINI,Tribe,DIPTERA,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,PSYCHODIDAE,PSYCHODINAE,PSYCHODINI,,,,,,,,,
PTYCHOPTERA,Genus,DIPTERA,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,PTYCHOPTERIDAE,PTYCHOPTERINAE,,,,PTYCHOPTERA,,,,,,
PTYCHOPTERIDAE,Family,DIPTERA,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,PTYCHOPTERIDAE,,,,,,,,,,,
ROEDERIODES,Genus,DIPTERA,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,BRACHYCERA,,EMPIDIDAE,CLINOCERINAE,,,,ROEDERIODES,,,,,,
SCIOMYZIDAE,Family,DIPTERA,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,BRACHYCERA,,SCIOMYZIDAE,,,,,,,,,,,
SIMULIIDAE,Family,DIPTERA,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,SIMULIIDAE,,,,,,,,,,,
SIMULIUM,Genus,DIPTERA,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,SIMULIIDAE,SIMULIINAE,SIMULIINI,,,SIMULIUM,,,,,,
SIMULIUM AESTIVUM,Species,DIPTERA,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,SIMULIIDAE,SIMULIINAE,SIMULIINI,,,SIMULIUM,SIMULIUM (NEVERMANNIA),SIMULIUM VERNUM GROUP,,,,SIMULIUM AESTIVUM
SIMULIUM ANATINUM,Species,DIPTERA,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,SIMULIIDAE,SIMULIINAE,SIMULIINI,,,SIMULIUM,SIMULIUM (HELLICHIELLA),SIMULIUM CONGAREENARUM GROUP,,,,SIMULIUM ANATINUM
SIMULIUM ANNULUS,Species,DIPTERA,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,SIMULIIDAE,SIMULIINAE,SIMULIINI,,,SIMULIUM,SIMULIUM (BOREOSIMULIUM),SIMULIUM ANNULUS GROUP,,,,SIMULIUM ANNULUS
SIMULIUM APPALACHIENSE,Species,DIPTERA,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,SIMULIIDAE,SIMULIINAE,SIMULIINI,,,SIMULIUM,SIMULIUM (SIMULIUM),SIMULIUM TUBEROSUM GROUP,,SIMULIUM TUBEROSUM COMPLEX,,SIMULIUM APPALACHIENSE
SIMULIUM AUREUM,Species,DIPTERA,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,SIMULIIDAE,SIMULIINAE,SIMULIINI,,,SIMULIUM,SIMULIUM (EUSIMULIUM),SIMULIUM AUREUM GROUP,,,,SIMULIUM AUREUM
SIMULIUM BAFFINENSE,Species,DIPTERA,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,SIMULIIDAE,SIMULIINAE,SIMULIINI,,,SIMULIUM,SIMULIUM (BOREOSIMULIUM),,,,,SIMULIUM BAFFINENSE
SIMULIUM BIVITTATUM,Species,DIPTERA,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,SIMULIIDAE,SIMULIINAE,SIMULIINI,,,SIMULIUM,SIMULIUM (PSILOPELMIA),,,,,SIMULIUM BIVITTATUM
SIMULIUM CONGAREENARUM,Species,DIPTERA,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,SIMULIIDAE,SIMULIINAE,SIMULIINI,,,SIMULIUM,SIMULIUM (HELLICHIELLA),SIMULIUM CONGAREENARUM GROUP,,,,SIMULIUM CONGAREENARUM
SIMULIUM CRAIGI,Species,DIPTERA,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,SIMULIIDAE,SIMULIINAE,SIMULIINI,,,SIMULIUM,SIMULIUM (NEVERMANNIA),SIMULIUM VERNUM GROUP,,,,SIMULIUM CRAIGI
SIMULIUM CROXTONI,Species,DIPTERA,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,SIMULIIDAE,SIMULIINAE,SIMULIINI,,,SIMULIUM,SIMULIUM (NEVERMANNIA),SIMULIUM VERNUM GROUP,,,,SIMULIUM CROXTONI
SIMULIUM DECORUM,Species,DIPTERA,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,SIMULIIDAE,SIMULIINAE,SIMULIINI,,,SIMULIUM,SIMULIUM (SIMULIUM),,,,,SIMULIUM DECORUM
SIMULIUM EMARGINATUM,Species,DIPTERA,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,SIMULIIDAE,SIMULIINAE,SIMULIINI,,,SIMULIUM,SIMULIUM (BOREOSIMULIUM),SIMULIUM ANNULUS GROUP,,,,SIMULIUM EMARGINATUM
SIMULIUM EXCISUM,Species,DIPTERA,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,SIMULIIDAE,SIMULIINAE,SIMULIINI,,,SIMULIUM,SIMULIUM (HELLICHIELLA),SIMULIUM RIVULI GROUP,,,,SIMULIUM EXCISUM
SIMULIUM FIBRINFLATUM,Species,DIPTERA,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,SIMULIIDAE,SIMULIINAE,SIMULIINI,,,SIMULIUM,SIMULIUM (SIMULIUM),SIMULIUM JENNINGSI GROUP,,,,SIMULIUM FIBRINFLATUM
SIMULIUM GOULDINGI,Species,DIPTERA,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,SIMULIIDAE,SIMULIINAE,SIMULIINI,,,SIMULIUM,SIMULIUM (NEVERMANNIA),SIMULIUM VERNUM GROUP,,,,SIMULIUM GOULDINGI
SIMULIUM IMPAR,Species,DIPTERA,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,SIMULIIDAE,SIMULIINAE,SIMULIINI,,,SIMULIUM,SIMULIUM (NEVERMANNIA),SIMULIUM VERNUM GROUP,,,,SIMULIUM IMPAR
SIMULIUM INNOCENS,Species,DIPTERA,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,SIMULIIDAE,SIMULIINAE,SIMULIINI,,,SIMULIUM,SIMULIUM (HELLICHIELLA),SIMULIUM CONGAREENARUM GROUP,,,,SIMULIUM INNOCENS
SIMULIUM JENNINGSI GROUP,SpeciesGroup,DIPTERA,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,SIMULIIDAE,SIMULIINAE,SIMULIINI,,,SIMULIUM,SIMULIUM (SIMULIUM),SIMULIUM JENNINGSI GROUP,,,,
SIMULIUM JOHANNSENI,Species,DIPTERA,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,SIMULIIDAE,SIMULIINAE,SIMULIINI,,,SIMULIUM,SIMULIUM (BOREOSIMULIUM),SIMULIUM JENNINGSI GROUP,,,,SIMULIUM JOHANNSENI
SIMULIUM LATIPES,Species,DIPTERA,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,SIMULIIDAE,SIMULIINAE,SIMULIINI,,,SIMULIUM,SIMULIUM (NEVERMANNIA),SIMULIUM VERNUM GROUP,,,,SIMULIUM LATIPES
SIMULIUM LUGGERI,Species,DIPTERA,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,SIMULIIDAE,SIMULIINAE,SIMULIINI,,,SIMULIUM,SIMULIUM (SIMULIUM),SIMULIUM JENNINGSI GROUP,,,,SIMULIUM LUGGERI
SIMULIUM MERIDIONALE,Species,DIPTERA,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,SIMULIIDAE,SIMULIINAE,SIMULIINI,,,SIMULIUM,SIMULIUM (BYSSODON),,,,,SIMULIUM MERIDIONALE
SIMULIUM MURMANUM,Species,DIPTERA,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,SIMULIIDAE,SIMULIINAE,SIMULIINI,,,SIMULIUM,SIMULIUM (SIMULIUM),SIMULIUM MALYSCHEVI GROUP,,,,SIMULIUM MURMANUM
SIMULIUM PARNASSUM,Species,DIPTERA,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,SIMULIIDAE,SIMULIINAE,SIMULIINI,,,SIMULIUM,SIMULIUM (SIMULIUM),,,,,SIMULIUM PARNASSUM
SIMULIUM PERISSUM,Species,DIPTERA,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,SIMULIIDAE,SIMULIINAE,SIMULIINI,,,SIMULIUM,SIMULIUM (SIMULIUM),SIMULIUM TUBEROSUM GROUP,,SIMULIUM TUBEROSUM COMPLEX,,SIMULIUM PERISSUM
SIMULIUM PICTIPES,Species,DIPTERA,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,SIMULIIDAE,SIMULIINAE,SIMULIINI,,,SIMULIUM,SIMULIUM (HEMICNETHA),SIMULIUM PICTIPES GROUP,,,,SIMULIUM PICTIPES
SIMULIUM PILOSUM,Species,DIPTERA,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,SIMULIIDAE,SIMULIINAE,SIMULIINI,,,SIMULIUM,SIMULIUM (EUSIMULIUM),SIMULIUM AUREUM GROUP,,,,SIMULIUM PILOSUM
SIMULIUM PUGETENSE,Species,DIPTERA,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,SIMULIIDAE,SIMULIINAE,SIMULIINI,,,SIMULIUM,SIMULIUM (NEVERMANNIA),SIMULIUM VERNUM GROUP,,,,SIMULIUM PUGETENSE
